date,treasury_10y_yield,treasury_2y_yield,federal_funds_rate
1973-03-16,6.72,,7.13
1973-03-09,6.67,,7.02
1973-03-02,6.65,,6.75
1973-02-23,6.65,,6.79
1973-02-16,6.62,,6.58
1973-02-09,6.64,,6.22
1973-02-02,6.57,,6.35
1973-01-26,6.5,,6.03
1973-01-19,6.46,,5.86
1973-01-12,6.43,,5.66
1973-01-05,6.42,,5.61
1972-12-29,6.4,,5.34
1972-12-22,6.4,,5.38
1972-12-15,6.35,,5.29
1972-12-08,6.31,,5.17
1972-12-01,6.29,,5.03
1972-11-24,6.26,,4.98
1972-11-17,6.25,,4.89
1972-11-10,6.29,,5.25
1972-11-03,6.37,,5.06
1972-10-27,6.43,,5.01
1972-10-20,6.48,,4.91
1972-10-13,6.49,,5.09
1972-10-06,6.53,,5.15
1972-09-29,6.58,,4.99
1972-09-22,6.57,,4.93
1972-09-15,6.55,,4.69
1972-09-08,6.51,,4.90
1972-09-01,6.38,,4.9
1972-08-25,6.22,,4.75
1972-08-18,6.18,,4.86
1972-08-11,6.15,,4.69
1972-08-04,6.14,,4.56
1972-07-28,6.1,,4.54
1972-07-21,6.1,,4.46
1972-07-14,6.12,,4.62
1972-07-07,6.13,,4.61
1972-06-30,6.13,,4.49
1972-06-23,6.09,,4.40
1972-06-16,6.1,,4.46
1972-06-09,6.12,,4.48
1972-06-02,6.07,,4.37
1972-05-26,6.05,,4.24
1972-05-19,6.14,,4.32
1972-05-12,6.18,,4.2
1972-05-05,6.16,,4.25
1972-04-28,6.17,,4.2
1972-04-21,6.22,,4.05
1972-04-14,6.21,,4.18
1972-04-07,6.17,,4.16
1972-03-31,6.11,,4.09
1972-03-24,6.09,,3.91
1972-03-17,6.08,,3.88
1972-03-10,6.02,,3.43
1972-03-03,6.03,,3.18
1972-02-25,6.07,,3.34
1972-02-18,6.08,,3.43
1972-02-11,6.11,,3.25
1972-02-04,6.08,,3.23
1972-01-28,6.04,,3.43
1972-01-21,5.95,,3.54
1972-01-14,5.87,,3.72
1972-01-07,5.91,,3.57
1971-12-31,5.89,,4.05
1971-12-24,5.99,,3.90
1971-12-17,5.94,,4.2
1971-12-10,5.92,,4.59
1971-12-03,5.92,,4.68
1971-11-26,5.9,,4.86
1971-11-19,5.77,,4.88
1971-11-12,5.78,,4.93
1971-11-05,5.74,,5.17
1971-10-29,5.9,,5.11
1971-10-22,5.92,,5.14
1971-10-15,5.88,,5.29
1971-10-08,5.98,,5.33
1971-10-01,6.07,,5.43
1971-09-24,6.17,,5.46
1971-09-17,6.16,,5.59
1971-09-10,6.1,,5.73
1971-09-03,6.22,,5.59
1971-08-27,6.39,,5.48
1971-08-20,6.35,,5.59
1971-08-13,6.82,,5.59
1971-08-06,6.88,,5.57
1971-07-30,6.89,,5.38
1971-07-23,6.75,,5.47
1971-07-16,6.61,,5.13
1971-07-09,6.67,,5.18
1971-07-02,6.68,,5.08
1971-06-25,6.6,,4.97
1971-06-18,6.66,,4.90
1971-06-11,6.43,,4.77
1971-06-04,6.26,,4.83
1971-05-28,6.41,,4.68
1971-05-21,6.57,,4.56
1971-05-14,6.36,,4.59
1971-05-07,6.24,,4.41
1971-04-30,6.03,,4.15
1971-04-23,5.98,,4.27
1971-04-16,5.77,,4.2
1971-04-09,5.61,,3.98
1971-04-02,5.55,,4.02
1971-03-26,5.42,,3.7
1971-03-19,5.61,,3.93
1971-03-12,5.82,,3.29
1971-03-05,6.07,,3.41
1971-02-26,6.15,,3.47
1971-02-19,6.11,,4.14
1971-02-12,6.08,,3.59
1971-02-05,6.1,,4.09
1971-01-29,6.08,,4.23
1971-01-22,6.13,,4.13
1971-01-15,6.29,,4.27
1971-01-08,6.46,,3.82
1971-01-01,6.53,,4.82
1970-12-25,6.52,,4.84
1970-12-18,6.29,,5.07
1970-12-11,6.31,,4.91
1970-12-04,6.38,,5.5
1970-11-27,6.43,,5.16
1970-11-20,6.79,,5.7
1970-11-13,7.04,,5.8
1970-11-06,7.21,,6.07
1970-10-30,7.38,,6.11
1970-10-23,7.41,,6.18
1970-10-16,7.29,,6.22
1970-10-09,7.25,,6.36
1970-10-02,7.29,,6.06
1970-09-25,7.27,,5.84
1970-09-18,7.39,,6.47
1970-09-11,7.52,,6.65
1970-09-04,7.48,,6.47
1970-08-28,7.47,,6.34
1970-08-21,7.66,,6.64
1970-08-14,7.57,,6.83
1970-08-07,7.42,,6.93
1970-07-31,7.38,,6.89
1970-07-24,7.4,,7.16
1970-07-17,7.5,,7.59
1970-07-10,7.49,,7.34
1970-07-03,7.66,,7.23
1970-06-26,7.79,,7.21
1970-06-19,7.91,,7.8
1970-06-12,7.91,,7.98
1970-06-05,7.81,,7.84
1970-05-29,8.06,,7.65
1970-05-22,7.87,,7.84
1970-05-15,7.84,,7.97
1970-05-08,7.86,,8.47
1970-05-01,7.8,,8.43
1970-04-24,7.58,,8.21
1970-04-17,7.29,,8.02
1970-04-10,7.17,,7.68
1970-04-03,7.08,,7.93
1970-03-27,7,,7.45
1970-03-20,7.2,,7.82
1970-03-13,7.11,,7.71
1970-03-06,6.97,,8.32
1970-02-27,7.01,,8.41
1970-02-20,7.13,,9.39
1970-02-13,7.27,,9.18
1970-02-06,7.51,,9.22
1970-01-30,7.73,,9.04
1970-01-23,7.69,,9.3
1970-01-16,7.82,,8.96
1970-01-09,7.93,,8.45
1970-01-02,7.94,,8.71
1969-12-26,7.84,,9.18
1969-12-19,7.74,,9.14
1969-12-12,7.54,,8.75
1969-12-05,7.35,,8.91
1969-11-28,7.29,,8.32
1969-11-21,7.24,,8.79
1969-11-14,7.06,,9.32
1969-11-07,6.97,,9.07
1969-10-31,6.97,,8.39
1969-10-24,6.84,,8.68
1969-10-17,7.06,,9.68
1969-10-10,7.29,,9.43
1969-10-03,7.46,,9.11
1969-09-26,7.3,,9.61
1969-09-19,7.18,,9.07
1969-09-12,7.04,,8.57
1969-09-05,6.94,,9.57
1969-08-29,6.79,,8.82
1969-08-22,6.67,,8.79
1969-08-15,6.69,,9.18
1969-08-08,6.62,,9.57
1969-08-01,6.7,,8.05
1969-07-25,6.69,,8.5
1969-07-18,6.69,,9.23
1969-07-11,6.76,,9.07
1969-07-04,6.75,,9
1969-06-27,6.63,,8.34
1969-06-20,6.54,,8.54
1969-06-13,6.55,,9.13
1969-06-06,6.55,,9.2
1969-05-30,6.53,,8.93
1969-05-23,6.36,,8.91
1969-05-16,6.27,,8.3
1969-05-09,6.21,,8.23
1969-05-02,6.22,,7.79
1969-04-25,6.13,,7.48
1969-04-18,6.11,,7.63
1969-04-11,6.21,,7.04
1969-04-04,6.25,,6.66
1969-03-28,6.31,,6.88
1969-03-21,6.32,,6.83
1969-03-14,6.3,,6.75
1969-03-07,6.25,,6.75
1969-02-28,6.25,,6.48
1969-02-21,6.19,,6.75
1969-02-14,6.11,,6.75
1969-02-07,6.19,,6.32
1969-01-31,6.1,,6.27
1969-01-24,6,,6.47
1969-01-17,6.01,,6.36
1969-01-10,6.07,,6.43
1969-01-03,6.11,,5.95
1968-12-27,6.22,,6.25
1968-12-20,6.03,,6
1968-12-13,5.93,,5.84
1968-12-06,5.93,,5.72
1968-11-29,5.76,,5.73
1968-11-22,5.73,,5.45
1968-11-15,5.67,,6
1968-11-08,5.63,,6.07
1968-11-01,5.62,,5.91
1968-10-25,5.59,,5.84
1968-10-18,5.61,,5.97
1968-10-11,5.59,,5.90
1968-10-04,5.5,,5.93
1968-09-27,5.45,,5.7
1968-09-20,5.44,,5.68
1968-09-13,5.49,,5.84
1968-09-06,5.45,,5.8
1968-08-30,5.44,,5.93
1968-08-23,5.46,,6.06
1968-08-16,5.43,,6.13
1968-08-09,5.37,,6.11
1968-08-02,5.39,,6.06
1968-07-26,5.4,,6.11
1968-07-19,5.55,,6.13
1968-07-12,5.52,,5.95
1968-07-05,5.58,,5.73
1968-06-28,5.64,,6.15
1968-06-21,5.66,,6.18
1968-06-14,5.77,,6.18
1968-06-07,5.81,,5.93
1968-05-31,5.92,,6.02
1968-05-24,5.99,,6.08
1968-05-17,5.86,,6.34
1968-05-10,5.79,,6.04
1968-05-03,5.75,,6.15
1968-04-26,5.73,,5.63
1968-04-19,5.65,,5.71
1968-04-12,5.54,,5.66
1968-04-05,5.56,,5.52
1968-03-29,5.77,,5.39
1968-03-22,5.75,,5.13
1968-03-15,5.84,,4.64
1968-03-08,5.64,,4.82
1968-03-01,5.57,,4.75
1968-02-23,5.54,,4.7
1968-02-16,5.53,,4.66
1968-02-09,5.6,,4.73
1968-02-02,5.55,,4.55
1968-01-26,5.56,,4.7
1968-01-19,5.53,,4.61
1968-01-12,5.47,,4.63
1968-01-05,5.56,,4.54
1967-12-29,5.67,,4.63
1967-12-22,5.66,,4.48
1967-12-15,5.72,,4.52
1967-12-08,5.72,,4.36
1967-12-01,5.72,,4.38
1967-11-24,5.76,,4.02
1967-11-17,5.79,,4.09
1967-11-10,5.78,,3.96
1967-11-03,5.68,,3.89
1967-10-27,5.57,,3.5
1967-10-20,5.51,,4.04
1967-10-13,5.42,,4.04
1967-10-06,5.36,,3.97
1967-09-29,5.36,,4
1967-09-22,5.34,,4
1967-09-15,5.28,,3.98
1967-09-08,5.22,,4.02
1967-09-01,5.27,,3.59
1967-08-25,5.31,,3.98
1967-08-18,5.28,,4.06
1967-08-11,5.28,,4.02
1967-08-04,5.2,,3.75
1967-07-28,5.21,,3.93
1967-07-21,5.17,,3.54
1967-07-14,5.09,,3.98
1967-07-07,5.16,,3.73
1967-06-30,5.19,,4.07
1967-06-23,5.12,,3.98
1967-06-16,5,,4
1967-06-09,4.86,,3.93
1967-06-02,4.82,,3.95
1967-05-26,4.92,,3.93
1967-05-19,4.88,,4.02
1967-05-12,4.85,,3.84
1967-05-05,4.76,,4
1967-04-28,4.73,,4
1967-04-21,4.63,,3.93
1967-04-14,4.52,,3.93
1967-04-07,4.49,,4.55
1967-03-31,4.51,,4.25
1967-03-24,4.5,,4.71
1967-03-17,4.5,,4.54
1967-03-10,4.59,,4.71
1967-03-03,4.67,,4.68
1967-02-24,4.72,,5.18
1967-02-17,4.67,,5.18
1967-02-10,4.55,,4.93
1967-02-03,4.51,,4.21
1967-01-27,4.57,,5.18
1967-01-20,4.54,,4.82
1967-01-13,4.6,,5.39
1967-01-06,4.65,,5.14
1966-12-30,4.66,,5.57
1966-12-23,4.68,,5.25
1966-12-16,4.83,,5.43
1966-12-09,5.07,,5.36
1966-12-02,5.12,,5.64
1966-11-25,5.21,,5.5
1966-11-18,5.21,,5.96
1966-11-11,5.13,,5.82
1966-11-04,5.03,,5.86
1966-10-28,4.96,,5.04
1966-10-21,5,,5.64
1966-10-14,5.06,,5.5
1966-10-07,5.05,,5.86
1966-09-30,5.08,,4.5
1966-09-23,5.22,,5.29
1966-09-16,5.21,,5.81
1966-09-09,5.19,,5.90
1966-09-02,5.38,,5.34
1966-08-26,5.37,,5.72
1966-08-19,5.23,,5.36
1966-08-12,5.1,,5.75
1966-08-05,5.06,,5.63
1966-07-29,5.01,,5.46
1966-07-22,5.03,,4.7
1966-07-15,5.07,,5.45
1966-07-08,4.96,,5.36
1966-07-01,4.92,,5.43
1966-06-24,4.77,,5.18
1966-06-17,4.81,,5.18
1966-06-10,4.82,,4.98
1966-06-03,4.79,,4.95
1966-05-27,4.79,,4.84
1966-05-20,4.75,,4.98
1966-05-13,4.76,,4.79
1966-05-06,4.8,,4.74
1966-04-29,4.78,,4.48
1966-04-22,4.77,,4.77
1966-04-15,4.75,,4.7
1966-04-08,4.7,,4.75
1966-04-01,4.74,,4.68
1966-03-25,4.78,,4.68
1966-03-18,4.89,,4.58
1966-03-11,4.95,,4.68
1966-03-04,5,,4.63
1966-02-25,4.94,,4.63
1966-02-18,4.88,,4.59
1966-02-11,4.77,,4.63
1966-02-04,4.7,,4.54
1966-01-28,4.62,,4.56
1966-01-21,4.6,,3.86
1966-01-14,4.59,,4.59
1966-01-07,4.62,,4.61
1965-12-31,4.63,,4.63
1965-12-24,4.64,,4.43
1965-12-17,4.66,,4.5
1965-12-10,4.6,,3.68
1965-12-03,4.5,,4.13
1965-11-26,4.45,,4.11
1965-11-19,4.45,,4.13
1965-11-12,4.46,,4.04
1965-11-05,4.43,,4.13
1965-10-29,4.39,,4
1965-10-22,4.36,,4.08
1965-10-15,4.32,,4.13
1965-10-08,4.33,,4.09
1965-10-01,4.34,,3.72
1965-09-24,4.29,,4.13
1965-09-17,4.28,,4.13
1965-09-10,4.27,,4.11
1965-09-03,4.27,,4.06
1965-08-27,4.27,,4.13
1965-08-20,4.26,,4.13
1965-08-13,4.25,,4.13
1965-08-06,4.23,,4.11
1965-07-30,4.21,,4.09
1965-07-23,4.2,,4.04
1965-07-16,4.21,,4.09
1965-07-09,4.21,,4.13
1965-07-02,4.2,,4.13
1965-06-25,4.2,,3.81
1965-06-18,4.21,,4.13
1965-06-11,4.23,,4.11
1965-06-04,4.23,,4.11
1965-05-28,4.22,,4.11
1965-05-21,4.22,,4.07
1965-05-14,4.2,,4.07
1965-05-07,4.2,,4.13
1965-04-30,4.21,,4.02
1965-04-23,4.21,,4.09
1965-04-16,4.2,,4.13
1965-04-09,4.2,,4.11
1965-04-02,4.2,,4.02
1965-03-26,4.19,,4.09
1965-03-19,4.2,,4.04
1965-03-12,4.23,,4.06
1965-03-05,4.23,,4
1965-02-26,4.22,,3.93
1965-02-19,4.21,,4
1965-02-12,4.21,,4
1965-02-05,4.21,,4
1965-01-29,4.19,,4
1965-01-22,4.18,,3.57
1965-01-15,4.19,,4
1965-01-08,4.2,,4
1965-01-01,4.2,,4
1964-12-25,4.19,,4
1964-12-18,4.18,,4
1964-12-11,4.16,,3.39
1964-12-04,4.19,,3.71
1964-11-27,4.19,,3.34
1964-11-20,4.13,,3.59
1964-11-13,4.14,,3.5
1964-11-06,4.15,,3.5
1964-10-30,4.17,,3.46
1964-10-23,4.2,,3.48
1964-10-16,4.2,,3.07
1964-10-09,4.19,,3.36
1964-10-02,4.18,,3.39
1964-09-25,4.19,,3.5
1964-09-18,4.21,,3.46
1964-09-11,4.22,,3.43
1964-09-04,4.22,,3.5
1964-08-28,4.2,,3.5
1964-08-21,4.19,,3.5
1964-08-14,4.19,,3.5
1964-08-07,4.19,,3.5
1964-07-31,4.2,,3.5
1964-07-24,4.2,,3.14
1964-07-17,4.19,,3.5
1964-07-10,4.17,,3.5
1964-07-03,4.15,,3.5
1964-06-26,4.15,,3.5
1964-06-19,4.17,,3.5
1964-06-12,4.18,,3.5
1964-06-05,4.19,,3.5
1964-05-29,4.19,,3.48
1964-05-22,4.2,,3.5
1964-05-15,4.19,,3.5
1964-05-08,4.22,,3.5
1964-05-01,4.22,,3.45
1964-04-24,4.23,,3.47
1964-04-17,4.23,,3.5
1964-04-10,4.23,,3.45
1964-04-03,4.24,,3.5
1964-03-27,4.26,,3.47
1964-03-20,4.23,,3.43
1964-03-13,4.21,,3.5
1964-03-06,4.18,,3.29
1964-02-28,4.16,,3.5
1964-02-21,4.14,,3.43
1964-02-14,4.14,,3.5
1964-02-07,4.15,,3.5
1964-01-31,4.17,,3.5
1964-01-24,4.16,,3.46
1964-01-17,4.18,,3.5
1964-01-10,4.17,,3.5
1964-01-03,4.14,,3.43
1963-12-27,4.15,,3.5
1963-12-20,4.15,,3.5
1963-12-13,4.11,,3.16
1963-12-06,4.1,,3.32
1963-11-29,4.08,,3.5
1963-11-22,4.1,,3.5
1963-11-15,4.14,,3.43
1963-11-08,4.16,,3.5
1963-11-01,4.14,,3.5
1963-10-25,4.12,,3.5
1963-10-18,4.11,,3.5
1963-10-11,4.09,,3.48
1963-10-04,4.07,,3.5
1963-09-27,4.08,,3.48
1963-09-20,4.08,,3.43
1963-09-13,4.09,,3.5
1963-09-06,4.06,,3.5
1963-08-30,4.01,,3.48
1963-08-23,4,,3.5
1963-08-16,4.01,,3.47
1963-08-09,4,,3.5
1963-08-02,3.99,,3.41
1963-07-26,4.01,,2.64
1963-07-19,4.02,,3.04
1963-07-12,4.04,,2.98
1963-07-05,4.03,,3
1963-06-28,4,,2.96
1963-06-21,4,,3
1963-06-14,3.99,,3
1963-06-07,3.98,,3
1963-05-31,3.96,,3
1963-05-24,3.93,,3
1963-05-17,3.91,,3
1963-05-10,3.92,,3
1963-05-03,3.94,,2.95
1963-04-26,3.96,,3
1963-04-19,3.99,,2.89
1963-04-12,3.99,,2.98
1963-04-05,3.95,,2.75
1963-03-29,3.95,,2.98
1963-03-22,3.92,,2.95
1963-03-15,3.92,,3
1963-03-08,3.92,,3
1963-03-01,3.94,,3
1963-02-22,3.93,,3
1963-02-15,3.92,,3
1963-02-08,3.9,,3
1963-02-01,3.87,,2.98
1963-01-25,3.86,,2.95
1963-01-18,3.81,,3
1963-01-11,3.81,,2.77
1963-01-04,3.83,,2.93
1962-12-28,3.81,,3
1962-12-21,3.83,,2.98
1962-12-14,3.88,,2.88
1962-12-07,3.93,,2.79
1962-11-30,3.92,,2.90
1962-11-23,3.93,,2.97
1962-11-16,3.91,,3
1962-11-09,3.9,,2.95
1962-11-02,3.92,,2.82
1962-10-26,3.93,,2.90
1962-10-19,3.92,,3
1962-10-12,3.94,,2.82
1962-10-05,3.91,,2.89
1962-09-28,3.95,,2.79
1962-09-21,3.98,,2.89
1962-09-14,4,,3
1962-09-07,3.98,,2.96
1962-08-31,3.96,,2.93
1962-08-24,3.95,,2.89
1962-08-17,3.97,,3
1962-08-10,4,,2.89
1962-08-03,4.02,,2.75
1962-07-27,4.01,,2.5
1962-07-20,4.02,,2.86
1962-07-13,4.01,,2.71
1962-07-06,4.01,,2.82
1962-06-29,3.97,,2.89
1962-06-22,3.91,,2.86
1962-06-15,3.88,,2.46
1962-06-08,3.88,,2.46
1962-06-01,3.89,,1.71
1962-05-25,3.91,,2.43
1962-05-18,3.88,,2.46
1962-05-11,3.84,,2.71
1962-05-04,3.86,,2.61
1962-04-27,3.87,,2.86
1962-04-20,3.82,,2.93
1962-04-13,3.85,,2.79
1962-04-06,3.82,,2.71
1962-03-30,3.89,,2.96
1962-03-23,3.88,,2.82
1962-03-16,3.94,,2.89
1962-03-09,3.99,,2.75
1962-03-02,3.99,,2.46
1962-02-23,4.03,,2.36
1962-02-16,4.03,,2.61
1962-02-09,4.06,,2.04
1962-02-02,4.1,,2.14
1962-01-26,4.1,,1.46
1962-01-19,4.11,,2.79
1962-01-12,4.06,,2
1962-01-05,4.03,,2.61
2022-11-30,,,2.86
2022-11-23,,,2.36
2022-11-16,,,1.61
2022-11-09,,,2.25
2022-11-02,,,2.29
2022-10-26,,,2.79
2022-10-19,,,2.75
2022-10-12,,,2.71
2022-10-05,,,2.14
2022-09-28,,,2.36
2022-09-21,,,2.64
2022-09-14,,,2.43
2022-09-07,,,1.64
2022-08-31,,,1.96
2022-08-24,,,1.86
2022-08-17,,,2.36
2022-08-10,,,1.29
2022-08-03,,,1.5
2022-07-27,,,1.64
2022-07-20,,,2.75
2022-07-13,,,2.25
2022-07-06,,,1.64
2022-06-29,,,0.86
2022-06-22,,,1.18
2022-06-15,,,1.36
2022-06-08,,,1.04
2022-06-01,,,1.18
2022-05-25,,,2.29
2022-05-18,,,1
2022-05-11,,,2.5
2022-05-04,,,2.14
2022-04-27,,,2.5
2022-04-20,,,2.29
2022-04-13,,,1.64
2022-04-06,,,0.54
2022-03-30,,,1.14
2022-03-23,,,1.64
2022-03-16,,,2.11
2022-03-09,,,1.79
2022-03-02,,,1.61
2022-02-23,,,1.82
2022-02-16,,,2
2022-02-09,,,2.61
2022-02-02,,,2.5
2022-01-26,,,2.54
2022-01-19,,,2.79
2022-01-12,,,2.25
2022-01-05,,,1.36
2021-12-29,,,0.66
2021-12-22,,,1.96
2021-12-15,,,1.61
2021-12-08,,,2.5
2021-12-01,,,1.89
2021-11-24,,,2.14
2021-11-17,,,1.79
2021-11-10,,,1.68
2021-11-03,,,1.5
2021-10-27,,,2.32
2021-10-20,,,2.82
2021-10-13,,,2.96
2021-10-06,,,2.86
2021-09-29,,,2
2021-09-22,,,1.93
2021-09-15,,,3
2021-09-08,,,2.86
2021-09-01,,,2.64
2021-08-25,,,1.89
2021-08-18,,,2.79
2021-08-11,,,2.96
2021-08-04,,,2.89
2021-07-28,,,2.68
2021-07-21,,,3.07
2021-07-14,,,3.11
2021-07-07,,,3.29
2021-06-30,,,3.14
2021-06-23,,,3.5
2021-06-16,,,2.93
2021-06-09,,,3.36
2021-06-02,,,2.71
2021-05-26,,,3.5
2021-05-19,,,3.39
2021-05-12,,,3.82
2021-05-05,,,3.36
2021-04-28,,,3.79
2021-04-21,,,3.89
2021-04-14,,,4
2021-04-07,,,4
2021-03-31,,,3.93
2021-03-24,,,3.82
2021-03-17,,,3.96
2021-03-10,,,3.93
2021-03-03,,,3.82
2021-02-24,,,3.54
2021-02-17,,,3.96
2021-02-10,,,3.96
2021-02-03,,,4
2021-01-27,,,3.89
2021-01-20,,,4
2021-01-13,,,3.96
2021-01-06,,,4
2020-12-30,,,3.96
2020-12-23,,,4
2020-12-16,,,4
2020-12-09,,,4
2020-12-02,,,4
2020-11-25,,,4
2020-11-18,,,4
2020-11-11,,,4
2020-11-04,,,3.96
2020-10-28,,,4
2020-10-21,,,4
2020-10-14,,,4
2020-10-07,,,4
2020-09-30,,,4
2020-09-23,,,3.96
2020-09-16,,,3.96
2020-09-09,,,4
2020-09-02,,,3.86
2020-08-26,,,3.96
2020-08-19,,,3.82
2020-08-12,,,3.46
2020-08-05,,,3.5
2020-07-29,,,3.5
2020-07-22,,,3.5
2020-07-15,,,3.5
2020-07-08,,,3.5
2020-07-01,,,3.5
2020-06-24,,,3.5
2020-06-17,,,3.46
2020-06-10,,,3.5
2020-06-03,,,3.32
2020-05-27,,,3.46
2020-05-20,,,3.5
2020-05-13,,,3.36
2020-05-06,,,3.11
2020-04-29,,,2.82
2020-04-22,,,2.61
2020-04-15,,,3
2020-04-08,,,3
2020-04-01,,,2.93
2020-03-25,,,3
2020-03-18,,,3
2020-03-11,,,3
2020-03-04,,,2.84
2020-02-26,,,2.93
2020-02-19,,,2.86
2020-02-12,,,2.71
2020-02-05,,,2.46
2020-01-29,,,2.5
2020-01-22,,,2.36
2020-01-15,,,2.36
2020-01-08,,,2.5
2020-01-01,,,2.5
2019-12-25,,,2.5
2019-12-18,,,2.45
2019-12-11,,,2.48
2019-12-04,,,2.47
2019-11-27,,,2.5
2019-11-20,,,2.5
2019-11-13,,,2.39
2019-11-06,,,2.3
2019-10-30,,,2.39
2019-10-23,,,2.46
2019-10-16,,,2
2019-10-09,,,1.93
2019-10-02,,,1.47
2019-09-25,,,1.98
2019-09-18,,,1.96
2019-09-11,,,1.93
2019-09-04,,,1.79
2019-08-28,,,1.91
2019-08-21,,,1.63
2019-08-14,,,1.68
2019-08-07,,,1.68
2019-07-31,,,1.68
2019-07-24,,,1.61
2019-07-17,,,1.63
2019-07-10,,,0.91
2019-07-03,,,0.36
2019-06-26,,,0.45
2019-06-19,,,1.32
2019-06-12,,,0.77
2019-06-05,,,0.43
2019-05-29,,,0.61
2019-05-22,,,1.36
2019-05-15,,,1.39
2019-05-08,,,0.32
2019-05-01,,,0.2
2019-04-24,,,0.47
2019-04-17,,,0.95
2019-04-10,,,1.11
2019-04-03,,,1.25
2019-03-27,,,1.29
2019-03-20,,,1.75
2019-03-13,,,1.07
2019-03-06,,,0.55
2019-02-27,,,1.07
2019-02-20,,,1.45
2019-02-13,,,1.36
2019-02-06,,,1.11
2019-01-30,,,0.73
2019-01-23,,,2.11
2019-01-16,,,2.64
2019-01-09,,,1.5
2019-01-02,,,2.29
2018-12-26,,,3
2018-12-19,,,2.88
2018-12-12,,,2.98
2018-12-05,,,3
2018-11-28,,,3
2018-11-21,,,3
2018-11-14,,,3
2018-11-07,,,2.93
2018-10-31,,,3
2018-10-24,,,3.29
2018-10-17,,,3.46
2018-10-10,,,3.5
2018-10-03,,,3.5
2018-09-26,,,3.5
2018-09-19,,,3.5
2018-09-12,,,3.5
2018-09-05,,,3.5
2018-08-29,,,3.5
2018-08-22,,,3.5
2018-08-15,,,3.5
2018-08-08,,,3.36
2018-08-01,,,3.48
2018-07-25,,,3.29
2018-07-18,,,3.09
2018-07-11,,,3
2018-07-04,,,2.97
2018-06-27,,,2.98
2018-06-20,,,3
2018-06-13,,,3
2018-06-06,,,3
2018-05-30,,,3
2018-05-23,,,3
2018-05-16,,,3
2018-05-09,,,3
2018-05-02,,,3
2018-04-25,,,3
2018-04-18,,,3
2018-04-11,,,3
2018-04-04,,,3
2018-03-28,,,3
2018-03-21,,,3
2018-03-14,,,3
2018-03-07,,,2.97
2018-02-28,,,2.86
2018-02-21,,,3
2018-02-14,,,3
2018-02-07,,,3
2018-01-31,,,3
2018-01-24,,,3
2018-01-17,,,3
2018-01-10,,,3
2018-01-03,,,3
2017-12-27,,,2.9
2017-12-20,,,2.87
2017-12-13,,,2.82
2017-12-06,,,2.71
2017-11-29,,,2.99
2017-11-22,,,2.96
2017-11-15,,,2.79
2017-11-08,,,2.95
2017-11-01,,,2.59
2017-10-25,,,2.97
2017-10-18,,,2.98
2017-10-11,,,3
2017-10-04,,,2.99
2017-09-27,,,2.95
2017-09-20,,,2.92
2017-09-13,,,2.98
2017-09-06,,,3
2017-08-30,,,3
2017-08-23,,,2.86
2017-08-16,,,2.93
2017-08-09,,,3
2017-08-02,,,2.63
2017-07-26,,,2.74
2017-07-19,,,2.75
2017-07-12,,,2.75
2017-07-05,,,2.73
2017-06-28,,,2.74
2017-06-21,,,2.75
2017-06-14,,,2.75
2017-06-07,,,2.75
2017-05-31,,,2.61
2017-05-24,,,2.75
2017-05-17,,,2.75
2017-05-10,,,2.71
2017-05-03,,,2.75
2017-04-26,,,2.75
2017-04-19,,,2.75
2017-04-12,,,2.75
2017-04-05,,,2.75
2017-03-29,,,2.75
2017-03-22,,,2.6
2017-03-15,,,2.5
2017-03-08,,,2.5
2017-03-01,,,2.5
2017-02-22,,,2.5
2017-02-15,,,2.49
2017-02-08,,,2.5
2017-02-01,,,2.5
2017-01-25,,,2.48
2017-01-18,,,2.5
2017-01-11,,,2.5
2017-01-04,,,2.5
2016-12-28,,,2.5
2016-12-21,,,2.5
2016-12-14,,,2.48
2016-12-07,,,2.31
2016-11-30,,,2.48
2016-11-23,,,2.48
2016-11-16,,,2.46
2016-11-09,,,2.5
2016-11-02,,,2.49
2016-10-26,,,2.46
2016-10-19,,,2.24
2016-10-12,,,2.25
2016-10-05,,,2.25
2016-09-28,,,2.25
2016-09-21,,,2.23
2016-09-14,,,2.25
2016-09-07,,,2.22
2016-08-31,,,2.24
2016-08-24,,,2.2
2016-08-17,,,2.19
2016-08-10,,,2.07
2016-08-03,,,2
2016-07-27,,,1.99
2016-07-20,,,1.97
2016-07-13,,,1.97
2016-07-06,,,1.72
2016-06-29,,,1.67
2016-06-22,,,1.65
2016-06-15,,,1.69
2016-06-08,,,1.69
2016-06-01,,,1.66
2016-05-25,,,1.55
2016-05-18,,,1.69
2016-05-11,,,1.67
2016-05-04,,,1.69
2016-04-27,,,1.31
2016-04-20,,,1.32
2016-04-13,,,1.3
2016-04-06,,,1.66
2016-03-30,,,1.34
2016-03-23,,,1.4
2016-03-16,,,1.44
2016-03-09,,,1.44
2016-03-02,,,1.44
2016-02-24,,,1.31
2016-02-17,,,1.24
2016-02-10,,,1.41
2016-02-03,,,1.38
2016-01-27,,,1.32
2016-01-20,,,1.13
2016-01-13,,,1.27
2016-01-06,,,1.44
2015-12-30,,,1.41
2015-12-23,,,1.37
2015-12-16,,,1.41
2015-12-09,,,1.35
2015-12-02,,,1.19
2015-11-25,,,1.18
2015-11-18,,,1.28
2015-11-11,,,1.42
2015-11-04,,,1.4
2015-10-28,,,1.07
2015-10-21,,,0.39
