date,treasury_10y_yield,treasury_2y_yield,federal_funds_rate
2015-10-14,,,0.32
2015-10-07,,,1.18
2015-09-30,,,0.75
2015-09-23,,,0.77
2015-09-16,,,1.27
2015-09-09,,,0.55
2015-09-02,,,1.15
2015-08-26,,,0.55
2015-08-19,,,1.23
2015-08-12,,,1.22
2015-08-05,,,1.33
2015-07-29,,,1.41
2015-07-22,,,1.41
2015-07-15,,,1.31
2015-07-08,,,0.27
2015-07-01,,,0.63
2015-06-24,,,0.57
2015-06-17,,,1.22
2015-06-10,,,1
